City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,hammerfest,70.6634,23.6821,30.65,93,40,14.97,NO,1675229336
382,manokwari,-0.8667,134.0833,83.21,70,58,4.41,ID,1675229098
383,san jose,37.3394,-121.895,48.85,49,20,4.61,US,1675229198
384,belaya gora,68.5333,146.4167,-12.93,99,98,4.32,RU,1675229338
385,karasburg,-28.0167,18.75,63.34,43,0,5.61,,1675229339
386,kenai,60.5544,-151.2583,31.08,93,100,0.0,US,1675229340
387,toccoa,34.5773,-83.3324,57.92,94,100,6.91,US,1675229341
388,tlatenchi,18.5833,-99.2,75.6,40,0,1.34,MX,1675229342
389,avera,33.194,-82.5271,60.85,96,100,6.17,US,1675229342
390,dossor,47.5272,52.9811,25.61,57,38,10.74,KZ,1675229343
391,sibolga,1.7427,98.7792,80.28,77,100,0.98,ID,1675229344
392,komsomolskiy,40.4272,71.7189,38.12,60,100,2.3,UZ,1675229345
393,wewak,-3.5534,143.6268,84.88,68,53,10.33,PG,1675229346
394,pontianak,-0.0333,109.3333,82.38,78,75,2.3,ID,1675229347
395,zaysan,47.4667,84.8667,11.68,85,99,2.01,KZ,1675229347
396,marsh harbour,26.5412,-77.0636,73.89,76,2,8.61,BS,1675229349
397,taltal,-25.4,-70.4833,67.77,85,67,1.19,CL,1675229350
398,nizhnevartovsk,60.9344,76.5531,12.22,92,40,11.18,RU,1675229351
399,freeport,40.6576,-73.5832,33.26,61,100,13.8,US,1675229352
400,gogrial,8.5332,28.1004,75.29,16,1,4.9,SS,1675229353
401,jibuti,11.5,42.5,68.81,60,2,17.31,DJ,1675229353
402,mount pleasant,32.7941,-79.8626,63.0,98,100,5.75,US,1675229354
403,goundam,16.4145,-3.6708,57.81,11,47,9.22,ML,1675229355
404,pomabamba,-8.8333,-77.4667,51.33,76,100,2.04,PE,1675229356
405,nakhon phanom,17.3333,104.4167,84.0,18,42,0.96,TH,1675229182
406,santa cruz,-17.8,-63.1667,72.86,94,75,8.05,BO,1675229160
407,vanimo,-2.6741,141.3028,83.59,73,95,5.66,PG,1675229358
408,shakawe,-18.3667,21.85,66.65,97,100,4.32,BW,1675229359
409,ushtobe,45.2514,77.9838,24.67,82,97,1.39,KZ,1675229359
410,grand-lahou,5.1367,-5.0242,76.28,91,22,1.19,CI,1675229360
411,saint george,37.1041,-113.5841,29.95,42,0,8.05,US,1675229361
412,asfi,32.2994,-9.2372,54.57,73,100,14.97,MA,1675229361
413,mwingi,-0.9344,38.0601,67.8,74,0,3.11,KE,1675229362
414,borovskoy,53.8,64.15,3.88,87,69,7.58,KZ,1675229363
415,laplace,30.0666,-90.4801,64.98,92,100,8.05,US,1675229363
416,tuatapere,-46.1333,167.6833,67.77,80,98,4.5,NZ,1675229364
417,amga,60.8953,131.9608,-19.75,89,100,6.85,RU,1675229365
418,washington,47.5001,-120.5015,28.33,68,100,1.23,US,1675229366
419,brooks,50.5834,-111.8851,9.03,91,100,2.3,CA,1675229102
420,severnyy,50.677,36.5532,26.64,93,100,4.47,RU,1675229367
421,townsville,-19.25,146.8,85.08,79,75,11.5,AU,1675229219
422,mukhen,48.1,136.1,11.23,77,100,8.19,RU,1675229368
423,gayeri,12.6497,0.4931,71.91,7,100,8.48,BF,1675229368
424,wanaka,-44.7,169.15,74.1,62,100,1.99,NZ,1675229369
425,quesnel,52.9999,-122.5029,25.3,86,100,10.36,CA,1675229370
426,tahta,26.7693,31.5021,48.4,61,0,4.25,EG,1675229370
427,dehloran,32.6941,47.2679,53.33,63,0,5.59,IR,1675229371
428,whitehorse,60.7161,-135.0538,12.97,85,75,6.91,CA,1675229331
429,lewistown,40.5992,-77.5714,31.24,78,100,6.91,US,1675229372
430,black river,18.0264,-77.8487,72.36,82,8,7.0,JM,1675229372
431,namatanai,-3.6667,152.4333,83.1,72,97,9.37,PG,1675229373
432,huarmey,-10.0681,-78.1522,71.6,79,99,5.44,PE,1675229374
433,saint-joseph,-21.3667,55.6167,80.1,82,89,11.03,RE,1675229374
434,aransas pass,27.9095,-97.15,40.98,93,100,16.11,US,1675229375
435,znamenskoye,57.1281,73.8282,7.21,92,61,5.57,RU,1675229376
436,miranda,3.2499,-76.2281,66.33,87,88,5.75,CO,1675229376
437,hebi,35.8992,114.1925,40.28,15,88,14.47,CN,1675229377
438,rumonge,-3.9736,29.4386,70.23,84,78,4.65,BI,1675229378
439,praia,14.9215,-23.5087,68.54,73,40,16.11,CV,1675229378
440,kamaishi,39.2667,141.8833,44.2,57,82,21.23,JP,1675229379
441,sale,34.0389,-6.8166,32.68,100,0,0.0,MA,1675229379
442,valladolid,41.5833,-4.6667,36.84,86,9,5.88,ES,1675229380
443,atikokan,48.7555,-91.6216,-17.0,100,82,3.44,CA,1675229381
444,elizabethton,36.3487,-82.2107,55.6,76,100,6.91,US,1675229382
445,asau,46.4333,26.4,25.72,87,74,7.63,RO,1675229383
446,hobyo,5.3505,48.5268,77.83,66,5,16.51,SO,1675229383
447,kaputa,-8.4689,29.6619,66.54,89,52,1.68,ZM,1675229384
448,palmer,42.1584,-72.3287,25.07,58,100,4.61,US,1675229384
449,skibbereen,51.55,-9.2667,49.1,78,100,17.02,IE,1675229385
450,portland,45.5234,-122.6762,37.26,72,100,4.61,US,1675229386
451,ugoofaaru,5.6667,73.0,80.37,75,100,12.53,MV,1675229387
452,verkhnevilyuysk,63.4453,120.3167,-20.09,97,100,8.7,RU,1675229387
453,clarksville,36.5298,-87.3595,27.34,92,100,9.22,US,1675229388
454,ngunguru,-35.6167,174.5,71.74,83,99,10.31,NZ,1675229316
455,vilhena,-12.7406,-60.1458,66.69,99,100,2.1,BR,1675229389
456,klodzko,50.4349,16.6614,39.34,89,84,14.88,PL,1675229390
457,samarai,-10.6167,150.6667,84.61,70,99,2.28,PG,1675229390
458,bilma,18.6853,12.9164,56.79,31,100,13.35,NE,1675229391
459,port blair,11.6667,92.75,86.04,70,20,6.91,IN,1675229391
460,abha,18.2164,42.5053,55.65,41,0,6.91,SA,1675229392
461,luba,3.4568,8.5547,78.69,81,35,3.31,GQ,1675229393
462,qandala,11.472000000000001,49.8728,74.26,66,26,5.77,SO,1675229394
463,filadelfia,39.9523,-75.1638,35.49,76,100,3.44,US,1675229149
464,phan thiet,10.9333,108.1,85.17,59,85,10.13,VN,1675229395
465,vilyuysk,63.7553,121.6247,-18.69,95,100,8.16,RU,1675229395
466,arroyo,41.6096,-4.7969,37.15,88,0,9.22,ES,1675229396
467,fomboni,-12.28,43.7425,82.26,74,88,9.4,KM,1675229396
468,alyangula,-13.8483,136.4192,87.17,66,100,3.27,AU,1675229145
469,maniitsoq,65.4167,-52.9,2.21,76,85,12.53,GL,1675229397
470,henties bay,-22.116,14.2845,63.18,88,100,5.61,,1675229398
471,nyaunglebin,17.95,96.7333,91.67,30,54,3.24,MM,1675229399
472,cacu,-18.5567,-51.1308,69.76,95,100,0.43,BR,1675229400
473,high level,58.5169,-117.13600000000001,-5.69,77,0,10.36,CA,1675229400
474,cumaral,4.2708,-73.4867,72.82,56,24,5.53,CO,1675229401
475,catamarca,-28.4696,-65.7852,72.41,62,5,14.12,AR,1675229221
476,tortoli,39.9256,9.6572,46.22,71,0,13.8,IT,1675229412
477,cairns,-16.9167,145.7667,85.95,79,40,9.22,AU,1675229155
478,vrangel,42.7297,133.0839,25.68,50,100,16.87,RU,1675229418
479,marsa matruh,31.3525,27.2453,50.2,81,40,17.27,EG,1675229419
480,roald,62.5833,6.1333,35.33,93,40,4.61,NO,1675229190
481,xai-xai,-25.0519,33.6442,78.49,67,99,5.5,MZ,1675229424
482,esperance,-33.8667,121.9,66.04,57,74,15.86,AU,1675229425
483,rudbar,30.15,62.6,65.59,33,4,21.68,AF,1675229427
484,constitucion,-35.3333,-72.4167,54.46,78,1,5.82,CL,1675229428
485,puerto madryn,-42.7692,-65.0385,59.7,70,0,16.78,AR,1675229429
486,tashla,51.7716,52.7427,4.23,89,55,7.34,RU,1675229429
487,araouane,18.9048,-3.5265,55.0,16,0,9.84,ML,1675229430
488,arlit,18.7369,7.3853,59.0,24,21,8.97,NE,1675229431
489,buin,-33.7333,-70.75,72.12,71,3,2.06,CL,1675229431
490,askino,56.0901,56.5783,12.72,91,92,7.23,RU,1675229433
491,zhoucheng,35.9122,116.3117,40.73,14,66,18.59,CN,1675229433
492,aitape,-3.1374,142.3475,84.15,70,70,6.64,PG,1675229434
493,inta,66.0317,60.1659,23.85,79,63,20.56,RU,1675229435
494,bang lamung,13.047,100.9289,91.85,44,66,7.92,TH,1675229435
495,te anau,-45.4167,167.7167,63.55,94,100,2.01,NZ,1675229417
496,fairbanks,64.8378,-147.7164,14.09,78,100,5.75,US,1675229436
497,sabha,27.0377,14.4283,42.21,58,0,9.01,LY,1675229437
498,imbituba,-28.24,-48.6703,72.54,84,3,3.33,BR,1675229438
499,orotukan,62.2667,151.7,-18.18,94,79,4.36,RU,1675229438
500,bambanglipuro,-7.95,110.2833,84.72,68,100,8.66,ID,1675229439
501,tomatlan,19.9333,-105.25,63.59,90,33,3.62,MX,1675229440
502,holme,56.1138,10.1725,37.18,91,96,18.7,DK,1675229440
503,lucapa,-8.4192,20.7447,65.84,93,98,3.22,AO,1675229441
504,bonavista,48.6499,-53.1147,22.87,91,100,31.83,CA,1675229442
505,ust-ilimsk,58.0006,102.6619,10.35,92,100,5.86,RU,1675229172
506,half moon bay,37.4636,-122.4286,51.01,50,0,8.05,US,1675229220
507,basco,20.4487,121.9702,75.72,72,96,13.91,PH,1675229443
508,luanda,-8.8368,13.2343,78.8,89,75,4.61,AO,1675229329
509,meadow lake,34.8014,-106.5436,36.39,57,9,4.94,US,1675229444
510,stornoway,58.2093,-6.3865,40.96,80,75,23.02,GB,1675229445
511,burns lake,54.2331,-125.7533,18.82,98,99,2.48,CA,1675229410
512,chizhou,30.6578,117.4831,61.77,33,0,14.34,CN,1675229446
513,saryg-sep,51.5,95.6,7.11,89,96,2.17,RU,1675229447
514,walvis bay,-22.9575,14.5053,64.09,82,100,1.14,,1675229376
515,carberry,49.8689,-99.3602,-12.77,95,8,6.15,CA,1675229448
516,nushki,29.5542,66.0215,63.12,20,0,5.79,PK,1675229449
517,norfolk,42.1668,-71.2495,26.08,54,0,8.05,US,1675229254
518,bulungu,-4.55,18.6,70.07,91,43,1.9,CD,1675229450
519,selfoss,63.9331,-20.9971,24.04,94,86,3.22,IS,1675229450
520,ternate,0.8,127.4,81.03,80,53,11.36,ID,1675229451
521,xuanhua,40.6103,115.0447,24.6,21,27,13.51,CN,1675229451
522,lhokseumawe,5.1801,97.1507,79.21,79,93,4.18,ID,1675229452
523,bathsheba,13.2167,-59.5167,75.81,78,20,8.05,BB,1675229453
524,ixtapa,20.7,-105.2,70.23,94,0,0.0,MX,1675229315
525,halifax,44.6453,-63.5724,21.47,79,95,7.0,CA,1675229279
526,ashqelon,31.6693,34.5715,53.49,72,80,24.94,IL,1675229454
527,port hawkesbury,45.6169,-61.3485,22.78,89,100,11.01,CA,1675229455
528,saint-cyr-sur-loire,47.4,0.6667,43.05,89,100,3.44,FR,1675229455
529,merauke,-8.4667,140.3333,84.92,73,100,10.36,ID,1675229456
530,maputo,-25.9653,32.5892,73.08,88,100,3.44,MZ,1675229456
531,kungurtug,50.5994,97.5228,10.6,83,22,1.34,RU,1675229457
532,ngara,-2.5122,30.6558,62.83,74,61,1.68,TZ,1675229458
533,san policarpo,12.1791,125.5072,81.45,82,15,12.01,PH,1675229458
534,preeceville,51.95,-102.6677,-19.14,100,38,4.45,CA,1675229459
535,diapaga,12.0708,1.7889,71.13,7,38,7.47,BF,1675229459
536,mozarlandia,-14.7447,-50.5706,71.24,91,53,0.72,BR,1675229460
537,sinjar,36.3209,41.8754,44.29,82,60,3.58,IQ,1675229461
538,manta,-0.95,-80.7333,78.58,83,20,6.91,EC,1675229190
539,cayenne,4.9333,-52.3333,73.44,100,75,2.3,GF,1675229463
540,san pedro,14.35,121.0167,87.35,63,20,12.66,PH,1675229170
541,oktyabrskiy,54.4815,53.471000000000004,9.19,92,38,5.41,RU,1675229464
542,saint-pierre,-21.3393,55.4781,81.18,74,100,13.8,RE,1675229349
543,lakatoro,-16.0999,167.4164,82.83,72,41,4.14,VU,1675229465
544,salisbury,51.0693,-1.7957,43.81,83,75,10.36,GB,1675229413
545,mogzon,51.7435,111.9606,9.01,66,47,9.48,RU,1675229466
546,nabire,-3.3667,135.4833,83.41,71,99,3.71,ID,1675229468
547,kibre mengist,5.8833,38.9833,69.06,45,3,3.22,ET,1675229469
548,saba,15.4667,-86.25,64.44,97,17,2.73,HN,1675229469
549,geraldton,-28.7667,114.6,91.81,33,0,21.85,AU,1675229470
550,coihaique,-45.5752,-72.0662,54.21,76,0,3.44,CL,1675229352
551,puerto escondido,15.85,-97.0667,77.83,78,40,0.0,MX,1675229338
552,north platte,41.1239,-100.7654,3.09,78,0,4.61,US,1675229473
553,hambantota,6.1241,81.1185,86.34,79,40,2.3,LK,1675229474
554,paternion,46.7142,13.6361,33.8,87,4,3.91,AT,1675229475
555,tobol,52.6844,62.5794,5.07,92,61,5.26,KZ,1675229477
556,erdenet,49.0333,104.0833,7.79,78,66,3.49,MN,1675229478
557,matara,5.9485,80.5353,84.36,65,82,10.07,LK,1675229480
558,necochea,-38.5473,-58.7368,64.87,85,100,5.61,AR,1675229481
559,shubarkuduk,49.1447,56.4872,8.96,80,19,8.99,KZ,1675229353
560,vostok,46.4856,135.8833,8.28,87,100,7.16,RU,1675229483
561,haines junction,60.7522,-137.5108,5.38,99,95,1.57,CA,1675229484
562,meulaboh,4.1363,96.1285,84.94,60,86,5.57,ID,1675229485
563,sola,-13.8833,167.55,82.18,69,97,5.46,VU,1675229485
564,svetlyy,54.675,20.1347,38.97,92,100,27.38,RU,1675229486
565,christchurch,-43.5333,172.6333,71.8,68,20,16.11,NZ,1675229280
566,sembakung,3.8167,117.25,81.68,79,98,1.21,ID,1675229487
567,pokosnoye,55.5258,101.0536,12.81,87,100,4.52,RU,1675229488
568,karpathos,35.507,27.2132,48.16,61,51,23.02,GR,1675229489
569,pumiao,22.75,108.4833,72.0,73,100,10.18,CN,1675229489
570,panjab,34.388000000000005,67.0233,23.22,89,99,5.08,AF,1675229490
571,marica,-22.9194,-42.8186,78.75,84,100,4.63,BR,1675229491
572,hospet,15.2667,76.4,83.3,39,67,12.59,IN,1675229491
573,marang,5.2056,103.2059,81.97,78,98,8.86,MY,1675229492
574,gonbad-e qabus,37.25,55.1672,45.55,88,100,7.7,IR,1675229493
